,1,2,3,4,5,6,7,8,9,10
297978,24,20,57,137,311,"1,099","1,501","1,230",192,84
258210,7,6,15,35,101,515,"1,262","2,357",585,202
73,4,5,22,53,95,376,573,521,95,47
94362,8,17,54,153,391,"1,105","1,290","1,055",241,107
150,23,41,73,216,503,"1,832","3,097","3,436","1,066",473
12495,8,15,35,101,196,595,981,978,193,71
327711,3,6,16,49,91,330,603,900,212,83
171669,2,16,38,84,243,"1,008","1,652","1,543",223,72
329873,0,0,1,4,12,86,306,567,176,64
287954,17,22,42,124,330,"1,316","3,474","6,384","1,858",738
283355,29,43,59,114,241,709,"1,187","2,302","1,555","1,347"
40628,7,14,49,123,375,"1,434","2,558","2,214",379,152
199561,37,44,136,368,"1,112","4,656","11,023","15,364","4,039","1,547"
232,6,12,22,81,186,518,735,536,145,59
172287,26,36,"999,999",157,440,"1,619","999,999","7,332","2,598","1,189"
528,8,17,34,93,187,728,"1,219","1,344",433,198
329082,14,14,39,74,197,590,"1,377","3,358","1,578",785
182340,3,8,13,28,51,181,348,591,410,205
315767,5,0,6,17,55,272,784,"1,594",532,244
146278,16,55,117,197,417,"1,238","1,729","2,103",730,367
2653,19,45,"999,999",316,939,"4,133","7,701","8,757","2,112",975
143404,4,8,12,51,116,499,713,489,93,41
295770,219,49,43,37,53,82,140,460,964,"3,117"
54625,157,49,69,110,263,831,"1,465","2,176","1,076",876
148319,21,35,72,136,246,795,"1,062","1,368",483,263
310100,20,8,32,33,63,190,376,"1,239","1,183",956
270673,6,9,22,85,273,"1,273","2,546","2,643",444,158
54138,29,28,66,122,213,709,"1,267","2,495","1,160",556
188,110,115,250,496,"1,045","2,386","3,090","3,437","1,871","3,972"
143986,26,51,114,254,571,"1,811","2,023","1,235",224,80
282524,19,9,31,105,305,"1,437","3,628","6,433","1,973",773
163068,19,25,73,108,275,887,"1,502","3,648","2,036","1,421"
318553,3,2,13,14,48,245,609,"1,016",257,85
274638,6,9,18,9,55,229,712,"1,552",609,391
233078,140,126,152,229,350,"1,071","1,762","4,362","5,249","8,227"
252446,0,1,10,12,48,210,421,520,123,41
363247,0,1,4,1,18,54,236,546,183,103
10,14,32,106,321,719,"2,440","2,973","1,768",334,100
260605,18,14,25,80,243,"1,207","2,839","4,440","1,287",550
276830,2,10,26,55,134,420,597,745,137,79
217398,4,9,12,24,59,211,360,613,191,70
46,8,28,64,136,408,"1,432","2,559","2,537",622,244
203420,44,54,96,119,396,"1,323","2,898","4,300","1,425",392
297030,14,18,32,70,141,477,"1,012","2,359",915,351
194607,17,23,98,217,583,"1,881","3,171","3,910","1,117",435
37046,66,119,227,490,936,"3,323","5,418","7,334","2,096",986
351040,8,6,18,33,72,265,529,"1,092",410,166
105551,42,48,125,230,430,"1,197","1,887","2,611","1,072",472
195137,2,9,23,43,108,402,682,"1,052",362,175
65781,23,16,43,108,253,913,"1,784","2,584",644,170
221107,140,134,153,236,458,"1,140","2,222","4,666","3,834","999,999"
299121,7,3,4,12,32,86,174,508,286,141
302723,15,20,46,54,149,477,907,"2,135","1,135",537
182189,5,12,27,89,251,856,999,722,115,47
21790,20,54,136,335,948,"3,681","6,872","6,173","1,153",346
198773,38,46,140,418,"1,000","3,894","6,707","6,815","1,835",702
340,9,20,50,144,354,"1,106","1,134",629,168,59
8125,11,17,33,99,250,973,"1,638","1,740",368,114
38823,12,4,12,27,46,139,299,542,264,138
126042,37,47,89,213,418,"1,377","2,496","999,999","1,946",833
168917,9,6,28,68,161,660,"1,120","1,002",325,185
150312,26,73,183,503,"1,256","4,397","4,636","2,431",293,112
42215,9,24,76,230,580,"2,307","3,908","3,835",687,242
156566,8,18,69,129,331,"1,140","1,876","1,981",405,145
15511,5,10,40,96,245,880,"1,017",678,128,52
370591,4,8,27,32,73,194,424,863,398,175
291508,6,8,22,22,122,425,988,"1,265",250,101
298102,1,3,7,19,49,217,420,664,220,96
104162,57,111,218,443,955,"3,029","5,198","8,530","3,980","2,426"
50,72,138,301,719,"2,063","7,575","14,032","14,420","3,833","1,484"
35503,6,15,51,88,204,613,787,647,130,42
151007,11,20,26,72,157,411,633,814,330,172
169255,16,21,52,118,242,666,"1,047","1,457",692,518
271319,3,3,11,18,60,253,639,861,204,74
37358,4,12,28,57,139,390,542,600,110,48
267813,1,14,32,60,149,530,757,667,145,59
90040,4,3,18,46,153,602,848,726,84,19
314491,5,15,35,70,193,771,"1,658","3,795","1,379",573
208895,7,18,41,98,302,"1,043","1,267",755,116,52
205359,29,30,53,117,266,765,"1,220","1,647",737,515
218421,8,4,9,15,39,109,191,456,306,198
298047,43,19,51,112,250,"1,036","2,141","3,453","1,191",749
206480,6,8,20,23,40,152,242,736,716,446
251678,6,12,40,109,317,"1,306","2,274","1,997",414,138
169794,2,7,9,24,96,308,595,712,148,40
165948,0,2,12,23,63,299,589,621,90,26
268620,9,12,48,120,323,"1,322","1,676","1,063",209,94
181796,1,8,18,43,107,391,762,"1,034",232,61
325698,2,5,11,29,98,362,673,650,91,24
224710,16,21,38,63,114,386,865,"1,450",657,415
253759,3,9,21,48,90,290,461,648,204,81
24181,35,55,60,186,337,971,"1,817","3,074","1,367",792
159508,16,20,76,166,370,"1,122","1,889","2,723",701,206
162082,13,17,52,140,380,"1,344","2,537","3,339",742,219
230244,10,27,61,105,252,711,"1,086","1,643",520,178
300010,1,3,14,32,113,393,573,489,118,67
253684,3,6,9,32,82,329,547,509,94,26
342857,1,2,5,11,17,141,371,518,144,44
318084,11,11,37,87,289,"1,149","2,519","4,025",820,229
214887,16,18,39,45,136,334,654,"1,249",517,209
200057,3,4,9,33,85,315,595,793,148,44
281194,12,8,11,24,69,325,674,913,211,97
310632,2,3,12,28,79,283,532,670,139,68
143741,52,101,272,694,"1,548","5,400","7,556","6,304","1,248",511
350184,21,38,80,136,269,787,"1,468","3,257","1,661",874
235014,9,8,14,21,62,200,340,519,181,92
244114,2,6,11,25,56,239,445,967,479,219
156009,20,31,100,269,756,"3,287","5,790","5,076","1,103",418
7480,4,6,17,49,85,225,394,598,180,82
284189,10,3,17,16,53,203,453,"1,113",556,391
2511,66,80,166,341,689,"2,403","4,255","7,329","3,490","1,838"
77130,37,77,184,396,770,"2,366","3,636","5,070","2,041","1,089"
15126,17,7,6,13,32,67,215,424,283,186
23540,1,2,11,20,29,101,237,643,342,118
269725,5,8,25,75,223,877,"1,042",624,92,44
242653,6,5,15,21,34,135,214,391,183,116
138161,41,68,171,"999,999",552,"1,682","2,756","3,755","1,483",993
56931,4,13,20,54,138,521,700,544,95,45
286537,3,4,12,25,59,208,374,601,151,59
3,26,24,66,178,483,"2,085","4,516","6,323","1,733",624
270633,5,3,6,7,24,82,216,746,788,577
38992,1,6,17,47,137,534,772,601,74,20
204583,34,39,134,426,"1,501","7,086","14,967","15,711","3,611","1,382"
193308,12,14,51,110,199,731,907,751,179,92
198994,16,31,76,180,535,"2,043","4,576","6,684","1,995",927
128667,9,24,56,166,326,"1,081","1,143",761,148,90
206940,5,4,10,34,107,417,766,560,106,51
73664,1,10,17,47,92,333,496,479,136,67
272380,2,1,8,14,57,236,451,655,209,106
124742,163,151,279,506,"1,141","3,083","4,927","8,370","5,402","5,564"
216459,6,9,54,120,368,"1,400","2,339","1,998",372,163
228372,1,4,11,27,55,183,349,571,118,33
161614,11,12,40,95,215,868,"1,792","2,800",737,295
121410,12,15,59,161,425,"1,482","1,962","1,524",251,67
215841,26,33,47,80,212,704,"1,175",936,224,77
8203,18,54,154,502,"1,640","6,628","7,381","4,047",556,199
67877,13,33,91,173,380,"1,269","1,243",959,242,103
246663,3,4,13,19,77,306,613,756,145,55
219101,1,0,9,14,17,97,216,582,288,90
37904,42,93,214,455,"1,096","4,107","6,142","5,331","1,203",539
355093,5,8,20,51,98,286,585,"1,602",550,212
221,9,22,55,126,349,"1,091","1,625","1,300",388,204
57925,3,10,28,60,207,798,"1,086",784,118,32
312251,6,18,25,55,116,356,582,706,182,61
30658,4,14,22,65,138,397,572,660,171,42
120677,163,161,311,567,"1,078","3,393","6,829","15,420","10,676","7,929"
285774,76,53,129,211,520,"1,563","2,975","7,047","4,980","3,976"
218333,1,14,25,78,208,895,"1,590","1,644",407,187
130176,2,8,18,68,180,889,"1,422","1,192",235,95
34194,5,2,8,51,125,554,929,697,105,39
153016,7,10,11,34,67,321,643,996,434,316
284083,93,90,188,337,902,"3,116","7,344","15,409","7,227","3,294"
54043,44,46,137,338,"1,182","6,009","14,391","20,049","4,842","1,767"
235555,3,7,12,17,33,109,142,390,225,125
234671,4,9,8,36,83,292,673,"1,160",361,127
483,127,259,374,522,912,"2,403","2,878","2,830","1,456","1,357"
146652,37,35,78,166,376,"1,220","2,531","5,049","2,363","1,110"
6205,12,9,15,38,68,155,256,430,193,122
245934,8,17,32,80,229,773,"1,823","3,235",815,247
55600,3,12,43,83,165,573,"1,002","1,538",460,131
12493,144,145,251,414,618,"1,987","3,150","5,616","3,749","3,124"
1198,69,152,299,704,"1,315","3,765","3,179","999,999",619,447
274841,4,10,19,55,165,513,832,646,108,79
145639,4,12,30,87,276,"1,047","1,319","1,141",292,152
332290,6,16,34,68,125,362,552,793,315,186
27225,44,107,241,638,"1,409","3,572","2,826","1,563",426,244
85897,14,20,31,45,127,394,689,931,334,133
229853,37,37,117,194,438,"1,507","3,246","7,955","3,750","1,622"
20100,21,67,122,387,992,"3,475","4,813","3,945",847,294
24800,20,15,20,60,128,361,710,"1,071",450,225
123540,53,135,337,711,"1,718","5,362","7,895","6,614","1,593",677
283294,1,0,10,18,52,284,617,793,143,46
904,13,22,36,113,246,"1,163","1,772","1,740",330,101
156714,12,31,42,97,202,403,500,565,253,224
229491,6,14,18,47,80,219,353,592,289,139
1107,2,20,31,86,203,703,822,"999,999",122,31
586,25,9,22,47,81,208,379,628,427,437
259298,0,0,7,8,39,128,321,603,118,46
319966,3,7,21,49,160,565,"1,310","2,675",794,319
18,117,217,376,771,"1,331","4,458","6,565","6,678","2,113","1,126"
701,5,9,22,52,109,390,631,576,131,84
177802,4,5,13,22,61,271,564,649,235,138
71836,12,51,106,217,619,"1,926","1,869","1,271",268,126
336794,5,13,27,52,95,433,984,"1,548",452,185
177524,14,28,124,284,785,"3,064","3,389","2,442",441,216
54998,28,55,146,312,723,"2,815","5,002","7,833","2,759","1,271"
309110,3,4,4,10,58,396,758,701,163,50
2507,7,9,22,90,144,500,764,863,238,75
223215,7,6,20,44,129,435,629,636,116,50
175293,4,6,13,43,114,507,780,575,89,37
243759,2,5,10,31,48,183,369,639,333,209
1915,7,18,32,79,127,321,407,494,256,249
38718,3,2,4,7,20,69,199,449,210,79
280480,4,8,15,47,132,356,691,"1,403",397,142
55427,8,8,18,64,137,652,"1,059","1,047",285,119
191862,19,30,71,213,651,"2,741","5,281","4,934",947,282
174078,3,9,32,68,193,734,881,648,79,49
128621,65,55,116,228,488,"1,605","2,963","4,922","1,867",847
128721,0,4,12,25,55,237,513,807,237,80
53093,4,14,19,48,97,301,504,664,276,192
5072,8,10,17,46,131,391,485,465,166,100
169427,27,15,16,22,43,101,151,410,659,887
150658,19,20,65,170,437,"1,730","3,147","3,732",857,297
65901,9,13,33,45,129,424,767,"1,110",357,100
143405,5,11,20,65,162,651,938,906,183,92
283864,5,2,12,31,109,567,"1,261","1,633",362,122
1231,6,22,54,154,335,"1,047","1,170",946,248,94
15363,19,25,61,155,393,"1,500","2,744","2,987",681,272
177678,6,6,16,42,130,411,802,"1,268",296,99
270844,14,18,52,103,289,918,"1,673","2,619",849,351
12902,15,5,27,77,219,728,"1,365","1,519",338,124
79828,40,69,81,181,358,983,"1,854","2,867","1,086",374
257501,68,71,177,350,728,"2,049","2,849","2,990","1,185",709
165838,7,1,11,20,41,161,331,618,330,267
131111,7,6,12,26,43,114,148,264,215,270
69779,9,18,29,63,105,266,470,819,378,196
63759,0,2,15,48,137,477,681,584,75,18
227224,8,7,15,72,194,773,"2,202","4,947","1,326",499
1634,13,16,26,56,135,387,565,648,343,336
9220,66,163,471,"1,235","2,998","9,989","9,591","999,999",987,460
335764,2,2,3,7,15,52,181,651,408,281
96913,14,11,31,106,252,958,"2,046","3,030",690,214
2065,9,9,21,57,108,291,434,414,232,235
21551,4,6,4,11,15,55,140,306,217,114
256606,1,1,6,24,68,383,799,805,198,100
233208,3,4,3,12,36,171,312,447,109,63
336382,9,4,6,21,34,153,416,"1,191",608,389
10093,26,71,148,293,551,"1,503","1,564","1,267",390,226
8098,81,147,303,680,"999,999","4,033","3,384","2,076",611,343
3097,1,3,8,8,15,43,122,280,224,120
442,6,10,31,74,194,605,742,530,122,48
180199,2,6,8,12,26,99,251,420,200,76
171499,3,19,37,123,"999,999","2,168","3,910","3,153",505,187
212402,17,37,65,139,315,"1,114","1,694","1,715",414,237
230253,8,4,8,29,62,313,947,"2,018",884,450
58281,31,33,76,202,402,"1,120","1,655","1,830",726,489
346965,4,10,34,74,141,444,877,"1,447",535,220
230267,7,15,33,70,204,594,835,804,137,51
309430,2,9,21,46,113,378,596,543,132,65
176734,11,7,20,41,134,507,"1,219","2,779",939,314
254018,3,3,19,49,138,535,958,802,126,53
6830,23,28,55,71,177,538,768,917,348,229
119506,12,9,16,37,132,485,"1,077","1,834",568,218
204516,4,17,26,50,96,358,830,"1,356",414,148
217083,2,1,5,9,36,143,270,422,149,74
131646,9,34,52,109,196,696,"1,026","1,199",368,153
256916,7,13,17,22,52,179,596,"2,045","1,379",717
102652,67,129,318,624,"1,051","2,873","3,594","4,246","1,712","1,348"
159504,8,14,28,51,80,230,332,627,406,252
70,5,12,16,55,159,598,872,592,101,35
43443,28,84,212,596,"1,406","4,675","4,900","3,126",562,272
306040,5,7,24,42,96,396,817,"1,539",436,124
300322,9,6,16,35,97,335,898,"2,280","1,068",376
8190,2,11,21,74,197,646,796,636,143,39
209418,26,12,40,99,234,843,"1,773","3,268","1,504","1,092"
203427,9,17,44,134,352,"1,306","1,945","1,715",331,112
492,4,15,35,94,189,744,"1,079",837,174,45
325022,4,5,14,24,46,154,320,681,297,140
367220,4,8,37,72,133,426,782,"1,145",361,170
11170,27,27,72,181,436,"1,303","1,969","2,326",925,940
316546,1,2,14,17,65,307,737,"1,085",297,106
40834,109,99,161,407,954,"3,382","7,407","12,581","5,464","2,643"
197443,8,5,30,65,206,916,"1,740","1,752",312,87
115,29,49,77,150,326,874,"1,016",923,264,125
127024,13,40,89,239,537,"1,813","2,147","1,423",236,136
43570,43,66,157,300,978,"4,066","6,676","6,397","1,379",501
43015,44,45,92,201,436,"1,380","3,027","5,868","2,528","1,227"
30957,6,6,22,74,214,782,"1,449","1,633",333,108
301716,1,1,5,21,46,337,688,610,80,25
2397,44,97,311,835,"1,737","3,872","3,166","2,019",773,752
312318,1,2,2,9,32,128,368,553,143,51
264982,3,3,14,30,64,291,538,839,199,55
238546,4,9,15,29,65,147,250,431,181,81
104955,3,12,16,42,119,347,521,556,134,52
113294,50,119,235,509,"1,028","3,498","4,983","4,739","1,146",464
40354,17,12,14,33,90,255,509,"1,294",747,"999,999"
116954,3,6,22,85,208,887,"1,135",805,132,43
268201,8,7,22,41,87,196,367,622,280,258
223040,18,24,71,148,418,"1,606","3,550","5,451","1,616",654
368058,2,3,8,16,48,226,412,745,154,68
75449,4,13,21,45,109,524,987,"1,195",215,70
875,22,29,33,80,118,338,596,"1,072",658,411
200853,2,1,7,20,67,281,533,765,134,74
198740,12,16,53,91,242,717,"1,292","1,445",379,213
277700,9,8,29,68,132,410,610,"1,177",407,240
264055,8,22,61,146,567,"2,408","4,477","3,786",681,267
301767,5,19,35,65,202,694,"1,142","1,220",225,108
22825,11,17,52,107,236,658,981,"1,164",408,211
6472,53,96,169,315,624,"1,755","2,546","3,174","1,240",555
155624,14,24,51,132,280,"1,085","1,870","2,225",507,143
34707,4,8,17,66,182,584,778,565,75,32
26,12,33,50,84,147,364,517,586,241,167
144733,43,47,94,209,454,"1,619","3,428","7,458","2,988","1,187"
353288,0,1,8,15,48,157,504,"1,104",343,108
240855,4,8,12,20,86,286,611,887,195,66
255675,10,17,24,44,95,219,403,582,230,109
256320,1,0,7,16,56,286,567,548,78,21
302260,4,33,43,177,394,"1,344","1,481",834,144,83
108745,59,85,207,490,"1,125","3,517","6,097","8,936","2,578","1,252"
156776,12,13,34,84,142,501,826,935,359,274
111341,15,12,38,85,154,440,733,"1,593",894,564
1041,7,9,32,98,203,786,"1,380","1,510",341,104
822,"999,999","999,999","999,999","999,999","999,999","999,999","35,114","999,999","999,999","7,400"
361,7,26,61,153,438,"1,433","1,512",810,179,81
266083,42,106,186,363,731,"2,199","2,180","1,328",279,134
19857,36,56,102,"999,999",570,"1,815","3,358","5,091","1,836",961
241590,0,5,10,19,44,296,618,878,253,94
16986,16,44,111,315,778,"2,633","2,903","1,815",358,166
216091,10,16,27,46,154,595,939,829,176,41
339484,0,0,8,25,73,304,545,504,71,27
144592,9,6,30,62,177,555,"1,215","2,308",756,279
292375,23,15,31,38,76,298,487,"1,357",757,401
163412,49,74,182,512,"1,497","6,797","16,323","25,790","7,882","3,125"
125618,31,39,135,309,688,"2,566","4,251","4,643","1,017",332
28181,22,5,13,23,44,93,212,517,445,298
169611,7,9,14,31,101,341,587,542,132,65
98918,16,26,26,63,81,246,385,528,179,75
163805,1,1,16,48,131,384,583,611,123,36
230085,7,12,31,54,130,339,589,840,269,117
143515,2,8,21,50,176,744,"1,499","1,800",328,118
325635,3,3,3,8,15,106,344,949,436,332
184921,15,25,68,141,407,"1,573","3,165","4,642","1,206",525
300877,8,14,43,95,315,"1,272","2,330","2,325",391,125
244331,4,9,19,58,194,826,"1,517","1,644",340,73
70919,37,84,237,627,"1,740","7,503","14,030","14,279","3,131","1,340"
104363,22,37,68,152,255,832,"1,214","1,265",448,169
175914,105,124,196,285,459,"1,398","2,350","6,003","4,665","3,517"
2081,2,5,11,16,54,130,270,409,197,159
31627,42,32,50,120,292,"1,258","3,619","5,707","1,761",776
179172,17,33,75,126,244,703,"1,103","1,563",583,339
193949,7,12,35,48,122,329,579,"1,158",696,391
9209,"999,999",192,494,"1,253","999,999","12,659","24,956","29,091","9,217","999,999"
296912,9,35,74,160,421,"1,609","2,673","2,968",598,210
299047,5,1,8,26,60,301,824,"1,046",342,258
13642,8,16,50,134,285,"1,060","1,792","1,696",347,88
1035,15,16,44,55,153,436,783,"1,019",498,377
296237,6,1,10,16,61,260,546,"1,302",440,146
228504,13,6,31,85,297,"1,296","2,035","1,592",318,129
270109,2,5,10,28,129,351,600,608,138,60
6411,8,14,35,109,302,"1,104","1,304",917,180,45
215312,5,7,10,33,109,390,649,471,92,48
337787,1,2,6,26,63,331,478,535,117,34
299252,14,40,77,181,295,"1,045","1,342","1,081",342,204
156129,37,46,131,391,846,"2,896","5,276","7,953","2,776","1,101"
1301,9,12,30,64,141,350,551,688,352,247
341530,1,3,20,28,98,384,710,749,147,51
354570,3,3,5,7,10,24,37,232,284,299
223376,12,8,7,14,23,65,134,292,247,211
282954,5,8,17,48,104,377,699,957,213,66
91873,5,5,21,37,122,478,853,965,173,42
202408,8,24,63,172,419,"1,307","2,029","2,016",402,124
238393,4,4,11,19,44,210,319,422,145,88
12942,39,67,165,417,"1,235","5,395","8,850","7,456","1,570",589
205418,8,7,21,58,128,561,964,836,194,51
360265,1,2,5,12,28,106,195,531,242,99
29934,10,17,29,70,207,709,987,890,139,54
328326,1,0,4,3,13,71,185,502,157,67
62227,36,25,47,102,174,498,"1,011","1,800",807,380
22484,5,6,9,38,102,385,676,616,132,43
309105,3,6,20,32,"999,999",327,550,601,123,40
66510,10,16,17,36,104,357,481,437,191,"999,999"
325555,5,8,9,24,38,168,240,468,188,71
2163,40,15,30,67,173,526,917,"1,162",501,396
37111,"999,999",217,404,739,"1,336","3,946","999,999","11,601","6,386","999,999"
120,15,36,97,225,517,"1,652","1,582",891,182,64
170042,28,29,86,195,485,"1,948","4,949","10,121","3,553","1,347"
144797,15,18,43,81,154,456,776,"1,497",684,385
191051,6,14,33,82,223,679,"1,185","1,637",409,186
308765,14,10,20,64,142,544,"1,271","3,469","1,636",621
163370,2,0,12,17,54,322,545,502,94,35
121408,20,25,65,198,425,"1,460","2,515","2,800",659,146
194594,23,53,115,367,879,"3,530","6,391","7,077","1,600",657
150999,10,7,39,110,256,948,"1,653","1,407",267,70
104020,20,18,30,58,130,437,693,994,279,88
215311,18,27,71,204,507,"1,905","3,813","4,993","1,105",395
187700,1,8,7,26,65,203,326,518,259,137
362986,3,2,5,10,42,149,293,531,143,35
903,6,11,18,69,170,608,699,508,119,41
38159,45,60,79,151,260,815,960,"1,032",366,273
316412,3,7,16,36,82,299,631,"1,549",557,215
42487,9,24,57,135,351,"1,057","1,545","1,061",190,67
92415,63,93,198,508,"1,111","3,932","6,241","6,403","2,037","1,027"
269511,4,"999,999",-1,-1,-1,"999,999","999,999","999,999","999,999","999,999"
262543,"999,999","999,999","999,999","999,999","999,999","999,999","999,999","999,999","999,999","999,999"
284584,3,8,"999,999","999,999","999,999","999,999","999,999","999,999","999,999","999,999"
201921,15,"999,999",91,186,464,"999,999","999,999","999,999","999,999",186
165722,15,23,"999,999",92,292,"999,999","999,999","999,999","1,302","999,999"
305985,3,4,15,29,99,"999,999","999,999",507,"999,999","999,999"
317311,4,3,5,19,62,"999,999","999,999","999,999",78,23
158889,"999,999",1,10,22,"999,999",132,278,631,360,299
34119,"999,999",139,235,364,"999,999","2,149","3,048","999,999","1,348","999,999"
136955,1,3,4,15,23,"999,999","999,999",354,168,82
137988,27,23,51,"999,999",194,"999,999","999,999","1,506",545,323
324090,12,10,23,22,31,77,140,"999,999","999,999",244
94,14,14,32,95,"999,999",691,"1,351","1,369",391,"999,999"
168609,3,14,27,79,"999,999",922,"999,999",759,96,"999,999"
116998,22,21,"999,999",102,200,676,"1,240","1,654",558,212
42910,6,9,26,59,161,498,896,997,184,51
12891,10,"999,999",44,"999,999",108,302,570,"1,022",436,232
13780,11,14,26,92,228,686,863,798,176,43
300683,0,1,10,11,52,239,513,532,93,40
