,1,2,3,4,5,6,7,8,9,10
27173,12,15,58,135,338,"1,314","2,608","3,065",639,210
203416,47,61,108,"999,999","999,999","999,999","999,999","2,140","999,999",207
152162,6,21,"999,999",139,"999,999","999,999","1,847","1,409",241,"999,999"
350636,2,3,3,3,5,46,"999,999",355,177,61
184424,4,6,8,22,22,98,126,264,218,290
222514,28,24,37,63,110,"999,999",423,784,457,342
15364,9,13,42,92,284,"1,076","2,178","2,116",393,120
253618,3,11,21,63,206,796,949,614,104,51
176396,8,15,55,154,478,"2,056","4,217","4,746",786,235
338628,1,7,26,50,114,534,981,834,154,68
24480,18,32,102,286,681,"2,732","5,478","6,489","1,399",448
187645,116,60,143,195,425,"1,475","3,166","9,149","8,956","6,964"
258779,4,4,10,31,72,329,856,"2,435","1,012",384
1662,4,2,9,32,66,201,411,455,139,78
217372,16,29,44,151,387,"2,155","5,657","10,232","2,847","1,040"
20551,35,40,107,208,495,"1,628","3,298","5,365","1,871",731
129948,5,8,29,74,233,862,"1,494","1,566",308,93
22141,7,20,57,182,442,"1,626","2,372","1,555",190,71
15817,10,18,57,150,351,"1,297","1,957","1,684",349,130
24068,31,79,158,352,654,"2,089","2,374","2,098",543,317
170624,7,4,14,42,120,505,"1,104","1,833",449,126
217861,8,14,50,113,301,967,"1,468","1,440",342,101
35497,10,15,30,97,234,954,"1,535","1,270",270,109
151771,3,4,9,14,56,184,358,628,217,114
233398,16,11,23,57,142,595,"1,629","4,091","1,704",637
270239,7,11,22,49,87,245,403,801,444,298
29937,8,11,32,75,135,536,658,617,143,48
103185,1,9,23,51,146,510,692,703,125,35
14254,5,8,23,58,137,497,732,637,140,49
281474,10,2,5,7,19,63,116,410,331,192
242722,5,2,7,5,22,41,67,255,301,284
267319,3,1,10,36,136,531,"1,102","1,383",279,84
299317,3,3,3,6,9,26,79,292,303,239
245655,26,43,66,101,181,513,799,"1,732","1,122",696
136063,34,63,169,531,"1,464","6,070","9,929","9,484","1,742",601
265736,25,48,110,259,696,"2,877","5,680","6,551","1,311",445
132028,7,7,7,18,42,138,324,711,418,190
298371,1,4,11,29,102,386,721,931,135,41
163642,5,8,25,49,124,470,777,"1,033",237,77
36218,175,278,626,"1,417","3,377","10,868","20,432","30,246","13,422","7,657"
205125,2,5,19,46,157,553,797,484,112,60
163166,34,32,62,131,277,842,"1,566","1,774",688,376
293141,12,6,15,33,114,415,"1,186","2,084",646,323
141517,5,33,62,142,188,595,725,"1,012",438,223
98527,9,13,35,49,73,209,369,663,298,176
6249,31,75,245,633,"1,688","6,682","999,999","9,546","1,728",596
238638,5,3,9,24,68,276,475,786,219,64
332800,7,6,10,21,51,186,461,"1,045",640,544
287938,3,4,8,17,31,186,402,670,188,60
53953,32,76,153,"999,999",799,"2,226","2,959","2,855",766,277
200147,6,21,37,160,428,"1,823","3,120","2,527",437,166
187617,11,17,30,58,114,451,833,"2,062",986,467
164928,40,37,74,168,453,"1,730","4,422","13,159","6,740","2,861"
118,43,78,117,319,759,"2,788","5,291","8,088","2,710","1,153"
39683,20,28,68,191,438,"1,575","2,949","4,186","1,155",403
359609,5,2,8,4,12,35,97,361,418,469
252752,0,0,8,15,50,224,514,839,185,70
8129,2,10,25,81,177,593,852,644,128,50
352697,6,2,8,11,23,132,315,659,220,67
176165,3,12,43,94,250,980,"1,682","1,719",383,179
43528,3,17,38,99,196,778,"1,585","1,737",373,156
271601,6,4,17,31,62,205,345,790,422,318
148949,35,39,103,275,756,"3,368","8,134","13,006","3,437","1,224"
170216,124,146,297,526,"1,141","3,704","7,249","16,490","9,438","5,698"
136991,7,16,33,113,364,"1,704","2,269","1,517",251,95
359152,2,3,5,20,34,167,398,598,140,41
284121,3,1,3,13,21,46,74,230,266,227
242302,28,44,85,235,532,"1,955","4,255","7,021","2,245",878
210274,8,11,32,53,162,514,676,704,117,52
41933,6,14,60,116,290,833,"1,008",853,176,48
95103,24,49,75,139,225,668,900,"999,999",400,229
185343,47,33,121,183,402,"1,184","2,409","6,189","4,132","2,598"
227789,10,13,33,87,245,898,"2,026","3,685",960,303
481,8,28,38,126,265,835,"1,154",914,190,57
24310,37,115,231,454,844,"2,265","2,106","1,563",440,298
305682,6,14,29,60,148,544,"1,024","1,152",226,89
279254,9,15,43,103,215,679,"1,094","1,366",307,117
116,39,123,299,847,"2,127","6,791","6,377","3,402",690,311
91984,1,3,15,35,75,302,517,526,107,44
261114,3,10,24,40,121,557,946,"1,047",242,96
3284,9,14,47,108,247,721,916,764,274,196
251412,13,26,66,122,283,"1,024","1,531","1,414",268,73
47055,18,20,32,54,72,217,295,447,215,179
291453,8,13,31,87,181,726,"1,980","4,380","1,627",553
151004,6,11,32,68,177,656,"1,308","1,213",351,186
295947,29,25,56,131,387,"1,808","5,236","13,747","5,677","2,333"
133038,56,90,211,409,788,"2,185","2,963","3,717","1,500",729
234277,7,9,21,59,161,626,"1,399","2,622",874,299
135779,14,17,51,148,373,"1,487","999,999","2,329",611,219
6351,4,13,23,70,193,779,922,605,150,53
182028,130,110,219,327,610,"1,825","3,497","8,525","7,571","7,415"
55670,18,23,67,126,293,977,"1,834","2,878",857,325
262211,14,18,33,44,91,212,354,849,835,699
129736,9,20,34,105,221,767,"1,179","1,052",281,138
156689,7,13,17,54,95,353,650,914,381,229
21241,20,52,113,287,647,"2,302","3,926","4,782","1,674","1,008"
252153,9,17,26,69,"999,999",569,919,"1,391",446,216
22827,25,46,101,221,412,"1,115","1,723","2,282",929,624
212516,2,5,23,43,89,328,530,797,202,48
65532,13,15,46,129,293,937,"1,400","1,735",610,285
18602,106,116,239,458,911,"3,035","5,703","10,166","5,050","3,065"
226522,20,27,36,63,146,518,"1,005","1,851",773,252
123955,3,7,9,12,25,98,205,474,315,171
284760,8,6,14,35,109,500,"1,042","1,436",433,303
3800,3,11,19,42,131,472,712,645,124,35
266830,8,20,38,69,165,617,"1,368","2,119",503,142
226501,5,26,67,87,171,417,554,696,292,149
26457,8,5,14,20,34,162,291,434,194,89
220520,6,14,43,97,290,"1,222","2,227","2,143",391,102
12333,292,201,"999,999",604,"1,050","3,002","5,398","13,383","11,926","999,999"
219215,30,31,51,121,251,875,"1,390","1,566",429,183
206931,3,8,18,87,240,"1,170","1,798","1,138",223,91
146816,3,6,17,33,75,335,576,582,110,46
273477,5,15,41,64,191,627,989,"1,201",264,96
253214,12,32,33,77,173,474,637,850,238,85
331401,1,4,25,39,100,339,488,626,133,97
156336,15,34,101,218,659,"2,195","2,960","2,714",804,344
249277,7,14,19,19,81,280,540,"1,010",345,253
126100,6,18,19,28,95,343,613,814,261,119
43868,11,27,60,166,379,"1,566","1,505",919,133,57
14105,43,25,52,95,244,814,"1,748","3,295","1,533",842
284653,7,6,12,36,87,288,573,"1,582",869,421
163968,13,18,75,173,454,"1,533","2,974","3,455",694,210
36648,8,2,17,44,137,535,709,511,97,36
294702,1,2,3,14,36,147,280,526,124,64
295785,9,2,9,10,22,29,85,226,289,395
223740,12,21,66,96,283,783,"1,096",963,216,86
302098,4,4,11,10,27,103,246,707,351,175
224821,7,11,21,56,148,561,959,894,222,90
30381,4,13,30,59,168,597,"1,069","1,097",163,33
217085,9,30,"999,999",151,358,"1,171","1,578","1,226",246,99
343905,8,8,26,45,106,408,838,"1,892",672,233
205896,149,125,228,339,682,"2,005","3,328","6,879","3,992","2,607"
256730,15,22,45,85,165,499,912,"1,895",776,"999,999"
246684,19,10,30,63,143,571,"1,315","2,617",719,221
254127,3,6,11,10,17,22,32,95,212,357
204505,10,17,31,62,163,385,636,905,215,111
239472,7,12,35,59,109,410,662,"1,208",382,173
160610,2,6,11,18,81,262,462,690,261,143
232361,5,13,21,35,87,314,458,603,214,88
13122,26,24,36,58,131,406,688,"1,515",966,524
233571,20,5,7,18,41,124,283,601,392,293
195560,10,11,38,71,156,485,855,"1,284",362,158
119591,6,12,41,74,258,900,"1,411","1,116",146,42
73761,14,31,106,244,548,"2,114","3,376","3,106",584,209
269595,5,5,13,70,220,843,"1,297",999,183,69
142961,5,4,18,22,74,225,354,436,158,58
233371,22,22,54,115,273,"1,070","2,839","5,936","2,318",919
252526,2,5,6,18,47,222,519,801,250,104
31730,16,37,69,158,404,"1,414","2,290","2,751",759,338
244049,8,10,36,42,147,443,750,"1,045",227,89
366013,24,32,37,108,200,705,"1,463","4,539","3,028","1,512"
15062,61,145,343,755,"1,525","4,934","7,924","8,441","2,223",937
176558,18,26,82,190,425,"1,280","1,187",821,131,62
328479,5,7,33,73,193,785,"1,443","1,769",422,172
5737,10,11,44,105,246,981,"1,469","1,263",269,76
59294,31,44,70,166,291,"1,051","1,643","2,847","1,327",822
88827,1,1,5,19,33,143,316,430,162,110
155821,39,65,139,308,598,"1,846","3,260","6,635","3,479","2,311"
209685,38,60,125,379,889,"3,709","7,312","8,811","2,171",819
202670,8,18,41,66,195,626,"1,073","1,426",502,307
24508,13,18,68,195,436,"1,550","2,707","2,666",639,280
155703,40,50,151,381,926,"3,215","5,048","4,786","1,185",457
52461,6,11,35,100,223,743,"1,337","1,473",296,92
31481,103,211,376,762,"1,388","4,854","8,275","11,632","4,042","999,999"
7717,16,22,63,176,438,"1,578","2,598","2,502",586,212
16395,14,18,39,130,378,"1,530","1,977","1,243",241,89
135219,6,4,14,25,63,221,534,"1,154",509,288
200954,5,7,30,65,173,700,"1,202","1,238",257,82
260428,7,12,12,37,137,580,"1,443","2,541",750,270
210296,1,16,31,38,87,206,465,946,362,168
266121,12,14,19,38,78,303,773,"1,468",500,177
264241,6,6,21,38,144,594,"1,359","2,320",600,198
84,4,5,7,24,43,121,243,363,167,75
201825,12,12,47,127,302,"1,190","1,899","2,132",448,162
314040,68,32,41,47,87,269,637,"1,845","1,933","1,755"
35435,1,5,13,32,103,419,743,560,86,19
55690,170,115,115,152,232,453,676,"1,388","1,863","4,137"
295486,12,22,46,98,211,841,"2,138","4,031","1,433",499
160495,6,12,23,34,103,341,741,"1,354",416,158
131014,6,3,8,17,73,234,539,689,191,124
42673,1,4,8,15,36,111,224,381,196,94
228328,5,1,12,18,58,223,453,987,355,193
322289,20,7,12,26,53,174,406,"1,484","1,043",488
127060,34,33,66,150,342,"1,166","2,151","4,171","1,417",530
38386,5,14,38,76,230,844,"1,049",705,87,26
3931,9,20,77,140,325,715,906,735,195,89
264052,3,7,9,21,"999,999",268,609,"1,243",314,111
9441,2,6,22,95,206,751,860,498,118,75
231581,8,18,36,"999,999",190,633,"1,144","1,786",501,167
93260,35,47,94,210,513,"1,540","2,413","3,752","1,403",936
335212,2,5,3,8,11,43,83,254,204,207
145189,9,13,34,84,239,"1,073","1,182",595,142,60
240196,46,54,80,101,160,437,797,"1,430",891,633
94104,1,8,8,35,75,281,447,608,196,63
230802,73,"999,999",216,495,"1,597","7,162","19,394","35,727","12,573","5,323"
284378,22,10,23,52,85,236,572,"2,173","1,916","1,418"
262941,6,4,13,20,42,140,274,714,446,217
12750,3,4,1,12,26,69,159,325,210,90
291962,2,3,10,27,100,419,813,817,133,66
284742,6,6,24,53,123,502,"1,044","2,207",561,273
128780,19,22,41,83,144,393,629,"1,205",716,358
157917,1,8,11,21,48,166,256,423,208,128
153938,33,86,203,556,"1,342","5,533","8,884","7,527","1,574",624
357563,5,5,16,45,113,493,"1,280","2,079",453,186
251247,100,49,76,140,279,923,"1,831","5,571","4,170","2,531"
158600,17,29,69,179,478,"2,192","4,546","6,731","1,843",801
191876,3,5,25,55,192,691,"1,063","1,030",164,44
34084,7,11,32,94,209,795,"1,243","1,129",234,65
329716,17,5,23,14,50,160,211,447,157,88
230303,6,8,18,38,108,441,723,611,118,21
272738,11,18,52,105,267,"1,049","1,774","1,709",391,166
38054,7,18,43,147,326,"1,426","2,202","1,843",281,99
300442,1,6,22,52,146,530,790,804,169,90
25021,24,11,20,47,104,354,860,"2,320","1,281",572
295374,8,7,13,54,141,471,"1,235","2,643",790,260
16747,10,15,42,86,238,829,"1,220","1,416",403,218
230889,1,4,7,11,24,82,145,290,258,229
173,21,44,98,227,509,"1,660","2,418","1,975",602,295
108784,10,6,22,67,156,587,"1,095","1,158",323,170
300905,4,12,22,45,85,317,611,908,346,169
9625,17,24,49,80,152,493,881,"1,570",634,281
1117,5,33,70,188,416,"1,254","1,236",791,141,80
163967,16,48,112,285,734,"2,755","6,012","7,450","1,725",657
192135,49,42,80,131,283,693,"999,999","2,942","2,938","2,995"
280794,53,33,"999,999",75,115,231,385,923,803,773
46213,33,51,"999,999",297,749,"2,756","4,481","999,999","999,999","1,066"
220517,8,7,20,57,133,437,865,"1,297",436,172
63268,42,134,"999,999",745,"1,990","5,598","4,788","999,999",821,501
241724,16,20,44,117,342,"1,197","2,225","2,328",507,192
122294,4,9,12,25,58,246,506,545,155,85
283948,12,6,24,27,103,399,"1,110","3,095","1,380",544
246761,2,2,10,33,99,545,994,848,170,53
283863,4,7,10,33,107,374,804,"1,590",366,132
142079,11,36,64,128,241,718,817,766,184,64
322708,127,47,59,65,105,211,424,"1,142",970,850
119,8,18,58,140,435,"1,493","1,642",923,164,62
163474,4,5,11,21,54,162,318,639,302,136
124,5,27,71,147,272,998,"1,479","1,350",269,75
252929,6,20,65,159,451,"1,451","1,696","1,050",168,62
180020,27,59,100,197,500,"1,539","1,517","1,038",340,248
249381,5,17,32,"999,999",147,517,882,"1,319",497,195
31594,44,52,111,223,505,"999,999","3,182","4,414","999,999",443
298065,4,7,27,"999,999",144,671,"1,266","1,455",229,93
215,97,97,183,350,676,"1,940","3,129","4,457","2,159","2,078"
224,12,33,64,139,276,840,"1,266","1,261",409,255
323156,11,6,21,35,63,236,481,693,172,54
339958,1,1,4,19,75,280,527,757,173,62
31999,17,10,13,40,92,370,887,"1,515",495,288
203417,32,47,81,143,358,"1,192","2,141","2,107",519,155
117985,15,28,27,82,234,753,"1,207",947,219,123
2181,26,38,58,136,197,460,530,617,371,634
195162,3,7,30,47,159,541,832,991,340,243
183840,15,37,108,242,667,"2,517","4,394","3,497",588,229
159473,6,13,37,67,145,406,665,867,330,152
204836,19,31,50,121,243,882,"1,224","1,135",255,98
194880,12,16,44,139,427,"1,835","2,553","1,575",286,130
121297,8,16,59,169,366,"1,224","1,628","1,404",229,77
132531,66,88,194,508,"1,018","3,342","6,814","12,379","4,709","999,999"
342562,0,1,3,7,19,121,269,474,108,57
232595,3,10,13,47,82,288,533,698,176,70
110277,9,28,51,132,421,"1,441","2,286","2,277",388,118
146791,23,14,38,74,134,345,578,"1,071",859,715
300300,13,10,16,31,74,269,718,"1,425",570,248
324856,30,26,45,82,202,699,"1,913","5,186","3,363","2,133"
8045,7,14,30,58,120,328,553,787,296,115
9203,15,13,63,138,351,"1,159","1,487","1,101",280,124
281466,13,2,8,14,24,113,248,658,345,174
351913,5,4,12,30,70,244,518,"1,778",759,310
175324,54,120,220,331,626,"1,721","1,820","1,811",528,246
13004,7,11,38,121,338,"1,539","2,894","2,598",480,193
269968,5,6,11,26,89,299,542,510,131,54
158275,14,9,26,97,222,727,"1,065","1,158",351,152
270314,4,5,14,38,120,549,"1,157","1,286",276,101
198525,3,9,31,99,230,877,955,586,88,46
134726,19,21,63,121,348,"1,215","2,163","2,071",636,328
266810,28,21,72,121,307,"1,116","2,427","7,100","3,470","1,576"
40692,114,"999,999",569,"1,327","3,333","11,860","20,716","23,243","6,000","2,308"
201,6,20,31,92,269,950,"1,234",790,164,68
181304,94,157,446,924,"2,091","6,982","11,481","13,559","4,157","1,705"
1219,6,63,167,626,"1,674","4,965","3,512","1,676",370,231
364073,7,10,7,23,76,309,"1,029","3,115","1,180",450
140934,29,55,111,301,756,"3,005","5,660","6,985","1,738",689
131287,8,13,40,83,153,615,998,"1,547",390,127
306481,8,12,21,46,92,297,554,941,303,122
35570,9,16,23,55,181,648,"1,209","1,559",282,82
1,39,33,56,105,235,668,"1,120","1,951",967,540
17392,46,36,47,76,116,334,537,"1,151",861,659
277085,21,22,38,87,250,"1,014","2,209","2,937",954,532
25568,4,15,26,77,222,903,"1,405","1,275",238,"999,999"
235802,9,12,7,8,34,98,238,720,886,959
205610,9,15,52,160,377,"1,264","1,402",783,117,61
246200,3,8,20,39,107,455,789,690,131,44
3955,113,359,741,"1,539","3,199","9,150","8,434","5,173","1,340",657
552,8,12,30,74,128,367,666,"1,247",552,245
37836,2,7,8,23,32,132,349,689,273,139
157,2,11,28,50,116,357,496,524,148,98
63543,3,12,34,54,101,333,467,494,143,74
2338,10,26,59,130,327,"1,036","1,472","1,089",245,73
338957,1,2,5,20,43,217,497,974,274,79
345972,7,9,11,46,100,410,973,"1,916",602,204
175640,15,10,27,54,107,353,859,"2,657","1,560",741
66,8,7,25,86,152,474,815,734,199,65
199042,42,54,164,324,756,"2,693","999,999","5,828","999,999","1,148"
141423,5,12,30,72,183,747,"1,142","1,174",253,112
242705,31,6,13,16,27,50,47,155,381,"1,323"
111799,5,12,18,47,86,285,699,"1,339",553,181
25554,26,27,66,190,539,"1,864","3,928","5,049","1,182",335
269207,13,18,46,95,324,"1,360","3,274","5,591","1,531",532
249259,17,17,36,107,259,782,"1,528","3,532","1,587",991
180593,11,21,82,199,463,"1,754","2,885","2,777",512,196
244654,6,7,41,64,174,522,848,"1,228",303,140
17226,35,58,153,312,666,"1,934","2,900","3,475","1,441",763
12761,10,8,27,81,174,563,823,757,119,40
218509,6,7,28,31,100,325,574,976,316,130
359970,20,36,73,105,160,427,709,984,341,136
151022,9,11,29,78,167,598,"1,029","1,628",603,303
25417,30,32,85,183,452,"999,999","2,424","3,048","1,100",542
363369,3,3,9,28,76,275,504,609,147,34
147151,60,119,"999,999",656,"1,563","999,999","5,819","4,316","999,999",409
242,37,"999,999",150,302,482,"1,341","999,999","1,211",417,215
342810,3,2,5,14,28,"999,999",187,598,417,206
2453,32,63,185,"999,999","1,997","6,919","8,770","999,999","1,311",640
156943,7,14,25,39,106,"999,999",845,"999,999",368,162
353470,3,2,13,32,77,"999,999",626,743,150,49
59959,43,81,131,277,628,"2,239","4,198","999,999","999,999",703
423,10,6,19,27,"999,999",149,286,455,221,"999,999"
147253,6,9,13,45,"999,999",465,706,681,111,31
312484,51,51,122,261,673,"2,358","5,485","15,668","8,782","4,253"
329551,18,8,32,64,109,268,496,"1,089",536,203
823,"999,999",124,288,607,"1,356","3,869","4,532","3,427",858,435
166571,4,9,14,36,77,206,333,558,216,75
136280,2,7,9,45,125,534,660,535,119,48
210232,7,10,8,20,35,96,148,346,272,287
55697,7,14,22,71,142,451,674,716,139,39
356414,2,4,17,17,45,178,321,490,150,48
298229,2,4,13,25,30,162,310,505,130,60
225244,3,0,6,10,32,184,440,639,185,94
270971,6,12,29,70,156,597,"1,116","1,274",264,129
300217,9,4,33,46,113,373,631,"1,130",328,125
282414,1,1,5,20,49,181,420,615,129,44
145659,7,22,51,97,268,934,"1,675","1,824",350,105
317985,19,8,41,79,202,796,"2,057","5,750","2,610",867
9609,89,51,105,208,353,"1,031","1,886","3,355","2,026","1,465"
22348,3,6,21,59,121,530,728,542,134,69
172996,4,6,15,46,93,332,508,581,142,47
252328,22,16,14,25,66,204,437,891,641,516
50768,7,8,15,69,125,473,800,952,184,76
256999,12,5,3,22,60,136,330,881,457,286
275044,2,9,33,59,146,442,615,659,158,74
276894,5,6,20,49,192,"999,999","1,558","1,346",210,89
17396,8,7,23,61,124,358,658,837,269,99
84876,101,"999,999",178,381,945,"3,421","8,546","23,638","13,970","999,999"
314503,1,8,12,49,122,595,"1,194","1,212",242,96
6901,16,27,45,142,238,602,621,519,212,170
62222,17,8,12,37,57,213,464,"1,180",646,417
160477,22,45,109,305,766,"3,224","6,134","7,549","2,037",851
329465,35,43,108,200,446,"1,224","1,941","2,136",511,250
38343,6,9,27,91,235,687,908,759,159,41
291859,4,5,12,30,83,311,593,825,199,62
33451,15,27,36,88,244,750,912,708,211,162
176494,22,37,98,286,771,"3,336","7,202","9,849","2,289",735
244191,2,6,19,45,112,432,745,843,151,55
41,30,90,168,435,"1,157","4,353","5,544","4,134",923,491
130960,4,10,16,26,43,124,325,733,612,347
63170,0,4,4,4,10,36,67,142,175,246
328908,1,2,11,34,67,221,393,663,254,161
206941,5,8,34,61,158,725,"1,553","2,424",528,131
173101,6,9,16,60,148,534,888,"1,015",183,78
28143,137,195,450,887,"1,748","5,564","10,735","999,999","9,215","6,226"
249746,4,8,10,25,63,197,399,627,204,95
316377,16,9,16,49,120,440,"1,238","2,471",993,610
223770,4,3,27,54,161,661,"1,126","1,173",278,88
398,8,5,35,77,261,988,"1,024",624,112,42
251658,7,9,30,104,314,"1,522","2,989","3,520",863,343
10547,173,413,817,"1,686","2,747","8,732","11,782","11,862","4,143","2,364"
218530,2,22,52,110,248,749,"1,006",783,244,117
199478,23,37,90,245,559,"2,161","4,390","6,608","2,043",925
294514,2,7,15,29,94,344,492,522,115,41
142326,8,6,30,118,315,"1,189","1,812","1,388",221,66
344258,0,4,10,19,33,158,265,509,185,101
347137,3,2,12,13,41,151,385,610,241,118
82421,13,9,16,57,104,350,611,916,361,220
225694,35,35,90,184,471,"1,892","4,162","8,410","3,441","1,567"
55829,7,7,19,50,94,276,425,526,254,242
301257,4,4,21,42,104,342,619,938,193,49
226520,10,13,24,47,95,340,704,900,226,84
56692,9,21,66,141,425,"1,652","2,548","2,077",441,137
144529,5,9,25,69,127,365,480,533,161,60
5,38,51,150,318,884,"3,180","5,725","6,520","2,000","1,073"
240980,62,35,55,89,94,249,325,667,696,"1,474"
125678,21,47,109,243,482,"1,447","2,085","1,886",638,330
11971,39,114,207,484,995,"3,132","3,585","2,876",768,362
102680,51,42,126,233,466,"1,597","3,256","7,015","3,054","1,358"
91536,50,85,249,567,"1,172","3,442","3,973","3,204",709,313
300001,3,7,21,47,135,392,651,736,155,62
21550,9,6,19,61,231,823,"1,042",771,161,60
183571,6,16,27,68,165,667,991,"1,075",276,142
21050,50,38,"999,999",106,159,476,814,"1,897","1,322",950
176083,6,27,68,132,319,"1,102","1,449",983,158,84
232219,11,13,51,114,328,"1,429","2,484","2,450",429,174
